"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Niger","NER","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","792","1385","3699","16686","15070","27620","25842","7374","3691","350","59","79","296","333","342","297","312","318","316","326","315","301","50509","57657","77826","124717","166089","165729","175413","179997","",
"Nigeria","NGA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","50","300","370","400","100000","89570","5240","4620","4570","5880","4760","5100","5173","3781","3571","3573","4782","4819","6025","8118","8486","9071","6782","6942","7271","7201","7353","9173","8395","9017","8761","8463","10127","9129","8744","8803","3151","1688","1237","1387","1357","1910","34727","54157","",
"Nicaragua","NIC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","50","","","","","","","","4100","21320","23800","18500","18500","17270","8280","9000","16000","15210","16000","14933","14450","5642","314","577","557","462","471","471","330","322","324","300","288","222","195","182","142","115","59","80","124","184","273","325","325","322","321","322","",
"Netherlands","NLD","Refugee population by country or territory of asylum","SM.POP.REFG","12000","10000","10000","9500","9500","9000","8500","8000","8000","8000","8524","8600","8830","8400","8015","7850","7900","8000","8000","10000","12000","13000","14000","14500","15000","15500","16000","24000","25963","16971","17337","19020","29721","43521","62152","79949","102573","118057","131481","138633","146174","151919","148349","140877","126792","118172","100565","86576","77589","75996","74948","74587","71893","74700","82483","88518","101727","103843","101824","94417","",
"Norway","NOR","Refugee population by country or territory of asylum","SM.POP.REFG","3000","3000","3000","3000","","","","","","","2000","3000","3000","3000","3000","3000","1000","6000","6000","6000","6000","6000","6000","10000","10000","11800","13200","15000","10952","18500","19581","29054","29846","38375","44617","47607","48409","47372","45325","43441","47700","50122","50421","46107","44031","43015","43315","34499","36076","37806","40245","40671","42805","46088","47025","50377","59512","59230","57004","53882","",
"Nepal","NPL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","7000","7000","7000","7180","7730","7990","8060","7930","8000","8000","8100","8200","8300","8400","8500","8600","8700","8800","9800","10800","11800","12800","13800","14800","15800","16850","17800","28319","95251","105344","123270","124751","126814","129158","126104","127942","129234","130945","132432","123662","124920","126432","128172","130678","124826","108457","89804","72651","56263","46303","38490","32669","25249","21467","20804","19570","",
"Nauru","NRU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","386","508","508","964","964","755","",
"New Zealand","NZL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","3000","2000","2000","2000","","","","","","","","10000","10000","10000","10600","10600","10600","4500","4600","4400","4200","4150","4666","4666","16760","17310","3942","3668","3766","3790","3652","4099","4801","4919","5251","5760","5796","5334","5298","4878","2715","2702","3285","2298","1916","1504","1388","1342","1313","1408","1465","1545","2724","",
"OECD members","OED","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2525149","2609408","3207005","3162311","3215846","3089066","3109724","2831467","2618129","2640158","2517330","2560799","2621642","2532223","2402260","2176686","2557895","1927650","1960422","1986320","1962045","1937201","2196149","2179688","3269564","4454366","5320037","6363607","6816400","6997395","",
"Oman","OMN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","7","7","26","78","83","138","138","150","244","316","308","310","308","",
"Other small states","OSS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126464","152421","100666","107771","63123","53365","51819","51708","48816","72873","92864","89965","80757","80873","67360","46072","59156","60820","82175","82997","77375","73266","67081","68123","65071","58004","58809","62579","54870","55189","",
"Pakistan","PAK","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","400000","1428230","2375330","2877480","2901360","2500000","2732440","2882100","3159000","3257577","3275715","3255975","3099891","1629218","1479266","1055435","1202493","1202703","1202733","1202462","1202015","2001460","2198792","1227429","1124295","1290980","1084689","1044464","2035025","1780935","1740709","1900619","1702698","1638452","1616505","1505521","1561157","1352551","1393132","1404008","1419596","",
"Panama","PAN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","130","","1150","","","500","1050","1070","3320","1500","1820","1500","1500","1200","1270","1600","1992","1451","1350","914","1007","964","972","867","864","618","1179","1315","1307","1471","1565","1436","1596","1717","1835","16877","16906","16917","17066","17249","17414","17650","17256","17304","17332","2417","2501","2536","",
"Peru","PER","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","1500","1500","1550","","4600","600","440","1200","1100","6280","1460","1500","1200","600","560","700","600","640","654","691","724","683","640","736","656","610","659","744","425","700","686","681","679","710","757","835","897","981","1060","1092","1129","1130","1100","1128","1275","1454","1615","1788","2506","2850","",
"Philippines","PHL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","690","940","1300","5300","5300","20300","23310","15240","18890","18270","16990","13830","13170","21109","26651","19860","8972","6721","2476","668","776","685","306","303","166","175","132","109","109","106","92","96","102","99","93","238","118","141","178","213","254","392","512","631","680","",
"Palau","PLW","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","",
"Papua New Guinea","PNG","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","1000","1000","1000","150","2200","1230","10950","11750","11290","9620","9241","7732","7099","6098","6686","7670","8461","9600","10175","8198","8198","6664","5862","4941","4941","7491","7626","10001","10182","10000","10005","9704","9699","9378","9378","9373","9503","9503","9529","10018","10022","9698","",
"Poland","POL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","2719","810","393","600","600","835","895","937","1011","1295","1586","1822","2491","4585","6786","10037","12761","15299","15537","15834","15897","16428","15730","14057","11738","12225","12495","12658","",
"Pre-demographic dividend","PRE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4602252","4276421","4645842","5196491","6064074","5289912","3785170","2991625","2914481","3098741","3233316","2921061","2923808","2596140","2501917","2350899","2209593","2104296","1940144","1863364","1930649","2305502","2423707","2663169","3441353","3974220","4449429","5506710","5591788","5765872","",
"Puerto Rico","PRI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","150","","7500","7500","7600","7600","7600","7600","700","600","700","800","800","789","657","867","998","1778","600","248","248","297","310","329","364","416","444","460","414","368","355","322","346","393","383","368","399","473","596","704","851","1189","1619","2130","2375","",
"Paraguay","PRY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","4000","1500","1500","1400","","1160","","","1500","1500","1200","800","800","50","50","","80","60","50","50","50","66","66","45","50","60","60","53","48","34","20","19","19","19","25","40","46","55","57","70","85","103","120","129","132","149","167","199","200","260","1014","",
"West Bank and Gaza","PSE","Refugee population by country or territory of asylum","SM.POP.REFG","258165","265430","273038","283782","293024","301879","311846","295040","576889","580025","585231","596684","608237","607485","616545","631554","641403","656181","672664","685793","697453","707689","722965","738797","775798","792997","808938","828482","856639","886736","931338","987508","1055436","1117275","1178777","1224996","1270333","1308438","1348288","1384655","1428891","1483394","1532589","1587920","1634952","1685851","1739266","1793901","1836123","1885188","1841769","1895043","1944544","1994493","2051096","2104001","2158274","2214783","2267747","2319073","",
"Pacific island small states","PSS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009","2007","800","210","","","","","","","","","","5","16","5","5","","","398","525","525","976","969","767","",
"Post-demographic dividend","PST","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2152286","2221959","3224589","3376849","3337727","3271455","3268525","2911069","2662447","2707418","2554439","2595306","2639400","2548438","2421885","2182685","2559841","1922167","1941233","1958084","1921905","1877882","1876101","1520285","1645317","1890039","2429253","2864252","3116076","3388007","",
"French Polynesia","PYF","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","200","200","200","200","200","200","","","","","","","","","","","","","","6","31","67","46","46","46","46","46","46","13","29","51","80","80","130","132","117","176","188","189","202","",
"Romania","ROU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","1000","1000","1000","1000","1000","1000","1000","1000","","","","","","","651","520","1170","1170","192","261","631","983","1234","1677","1792","1839","1991","1610","2040","1636","1741","1586","1065","1019","1003","1263","1747","2171","2581","2880","3911","4134","3860","",
"Russian Federation","RUS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","246689","237720","128575","80061","26265","17970","14966","9897","1851","1513","1413","1636","3470","4877","4924","3913","3164","3450","235732","314498","228981","126021","77382","42413","",
"Rwanda","RWA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","3000","250","","","","","","4000","6500","6000","7400","7500","7500","7600","7900","10450","18150","62000","49500","48940","20110","19400","19470","22202","23290","23601","34004","25162","277000","6000","7792","25257","34227","33398","34363","28398","34793","30861","36608","50221","45202","49191","53574","55067","54016","55398","55325","58217","73352","73822","144739","156065","170991","145359","145054","",
"South Asia","SAS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3486713","3379092","2288041","2078512","1572419","1625459","1612368","1576592","1536382","1532215","2323269","2521477","1550760","1432552","1599124","1371641","1357498","2355035","2118992","2263358","2411151","2193334","2127348","2099345","2277339","2285493","1912223","2620697","2600363","2562316","",
"Saudi Arabia","SAU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","100","","","","","100000","100000","65000","59000","59000","105500","130000","202100","","","","","33261","28660","24025","17965","13169","9852","5833","5531","5560","5308","245266","245290","240831","240551","240701","240772","240742","240570","573","578","595","575","557","559","122","136","153","263","315","",
"Sudan","SDN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","33000","38300","37350","60840","60000","49020","50900","53700","95500","110100","150000","270000","351700","493000","553000","637000","690000","971000","1164000","974200","807070","745000","767729","1031050","729200","725900","745200","727174","674071","393874","374414","391496","390995","414928","349209","328177","138162","141587","147255","196200","222720","181605","186292","178305","139407","152188","159848","277818","309632","421459","906590","1078280","1055489","",
"Senegal","SEN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","6000","30000","50000","61400","59870","57210","68400","67060","80000","82000","84000","90000","46000","38000","5000","5000","5000","5000","4000","5250","5140","5200","5500","5510","5180","5203","53345","58113","71908","71620","73001","72994","66762","65042","57220","60822","21537","20762","20703","20706","20722","20802","20706","20587","20417","33189","22143","20670","20640","14229","14241","14267","14383","14575","14646","14359","14467","",
"Singapore","SGP","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","730","900","","","480","290","","","60","320","320","480","146","166","115","5","10","109","10","5","5","","","","","","","","","7","7","5","5","","","","5","","","","","","",
"Solomon Islands","SLB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","2000","800","210","","","","","","","","","","","","","","","","5","5","","","","","",
"Sierra Leone","SLE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","500","","","","","","","170","150","50","60","","","120","150","180","160","170","90","60","","125830","28036","5866","16274","15866","4677","13536","13015","9862","6566","6543","10498","63491","61192","65433","59962","27364","8794","7825","9050","8362","8091","4203","2816","1371","760","683","678","591","441","",
"El Salvador","SLV","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","100","","","","","","","","390","","","","","210","310","300","20350","20730","20300","20099","19903","161","153","153","148","106","30","21","57","69","74","246","235","51","39","39","34","32","39","39","43","42","33","46","41","40","44","48","",
"San Marino","SMR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","500000","600000","1175190","2000000","700000","700000","700000","701300","812000","700000","840100","834000","769630","460000","","480","399","389","628","700","622","338","130","555","587","193","366","362","498","669","903","1842","1819","1934","2100","2308","2426","2732","8081","11579","14565","16738","17882","",
"Serbia","SRB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","25820","26100","26210","26270","26120","26120","24000","26700","26290","26300","26300","26000","2000","1970","1970","1970","1920","2030","2020","3150","3530","2180","1400","850","955","920","517","516430","479110","450694","650695","563210","550064","502035","501263","484390","400306","354400","291397","276677","148259","98995","97991","96735","86348","73604","70702","66367","57079","43749","35326","36518","32206","30946","26427","",
"Sub-Saharan Africa (excluding high income)","SSA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5641621","5008976","5234267","6155548","6490133","5743427","4131852","3279585","3138281","3316325","3413266","3070113","3058261","2836813","2730719","2561508","2412643","2294920","2124039","2089412","2195416","2699443","2835686","3005566","3745811","4471283","5191333","6327919","6400157","6413855","",
"South Sudan","SSD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105023","202581","229587","248152","263012","262558","283405","291838","298309","",
"Sub-Saharan Africa","SSF","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5641621","5008976","5234267","6155548","6490133","5743427","4131852","3279585","3138281","3316368","3413266","3070127","3058261","2836813","2730719","2561508","2412643","2294920","2124039","2089412","2195416","2699443","2835686","3005566","3745811","4471283","5191333","6327924","6400173","6413875","",
"Small states","SST","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157121","182395","121533","116852","72057","64153","62430","61000","52620","75895","94243","91093","81805","81734","68092","46696","59644","61193","82493","83308","77587","73422","67183","68203","65602","58715","59477","63909","56750","58366","",
"Sao Tome and Principe","STP","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","50","39","","","11","","","","","","","","","","","","","","","","","","","","34","41","44","",
"Slovak Republic","SVK","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1521","159","2339","1387","746","418","436","444","461","443","412","396","352","235","265","301","387","451","535","650","691","791","816","980","912","938","965","",
"Slovenia","SVN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74100","45000","29156","22314","10014","5133","3462","4380","2814","2411","384","2065","299","243","249","255","257","281","315","134","169","202","251","284","454","611","746","741","",
"Sweden","SWE","Refugee population by country or territory of asylum","SM.POP.REFG","26000","26000","26000","26000","24000","22000","20000","18000","17000","17000","20000","20000","20000","20000","20000","20000","20000","20000","20000","20000","20000","20000","20000","43000","90600","90600","120000","130000","139783","139783","109654","124457","131069","162386","200774","199194","191159","186719","178782","159504","157206","146480","142170","112148","73383","74889","79895","75055","77016","81346","82620","86603","92869","114172","142197","169516","230158","240954","248210","253787","",
"Eswatini","SWZ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","135","50","80","100","50","50","80","135","720","5250","5470","5610","7350","6230","8980","10770","12130","14550","29430","34908","42074","49569","55580","48890","645","712","575","591","589","613","690","690","653","685","703","763","752","789","775","757","757","757","499","501","511","694","725","790","874","940","",
"Sint Maarten (Dutch part)","SXM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","5","5","5","",
"Seychelles","SYC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Refugee population by country or territory of asylum","SM.POP.REFG","116778","120577","124626","129010","133366","138081","142206","127304","151730","156635","160932","166099","171230","175817","179916","186130","189902","195517","200775","206245","212403","217401","249692","269923","274948","295741","255623","261694","269422","276547","289013","298260","312352","359814","372750","378729","379894","383907","391004","384846","390987","399596","408515","417503","437337","458135","1144565","1955234","1567590","1526573","1482272","1242381","975685","666541","677751","555766","562821","571298","578956","578525","",
"Turks and Caicos Islands","TCA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","5","",
"Chad","TCD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","62","105","100","100","298","8807","23477","17689","12950","33455","146396","259880","275412","286743","294017","330510","338495","347931","366491","373690","434476","452897","369538","391235","411475","451203","442670","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","453346","429547","396347","424438","407418","446970","450712","490286","505064","628281","594174","551095","510281","449091","456048","464427","484312","472304","463546","485504","491982","488492","487095","547856","545097","519778","534285","551510","567710","551474","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28920","32180","1535364","1439034","1272783","1420510","1534542","1413944","1308395","1281659","979082","861134","765276","668731","646005","472978","265597","165328","188424","179500","156338","152715","392302","733119","1938361","2965438","3204954","3711406","3863745","3723050","",
"Togo","TGO","Refugee population by country or territory of asylum","SM.POP.REFG","","5000","5000","5000","5000","5000","","","","200","","","","","","","100","","","","","","200","1770","1800","3050","2610","3460","3422","3401","3477","3406","3353","3280","12367","10877","12588","12682","11816","12113","12223","12257","12295","12396","11286","9288","6330","1330","9377","8534","14051","19271","23539","20613","21773","21949","12486","12425","12335","11964","",
"Thailand","THA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","75760","82870","97600","138950","151620","261360","192990","168980","144320","128500","130420","119920","112740","107799","99935","99821","88164","63625","119232","100817","106565","107962","169154","138334","100133","104966","110711","112614","119056","121145","117050","133107","125627","112916","105286","96666","89245","84475","136489","130227","108252","106431","104605","102234","97556","",
"Tajikistan","TJK","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","300","695","620","1166","2176","3634","4541","15364","15346","3437","3304","1835","1020","930","1136","1800","2678","3131","3322","2248","2050","2027","1963","2724","2521","2654","3788","",
"Turkmenistan","TKM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15400","15400","23324","15582","15787","14626","18461","14188","14003","13691","13509","13252","11965","751","126","81","62","64","59","46","45","34","25","26","22","21","21","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1184285","890961","876057","121576","107020","92004","86645","81814","64365","60414","36754","36029","39817","37411","35300","36926","39777","529757","349572","366815","373215","377162","380102","381363","352087","337099","321777","251629","215247","257589","",
"Timor-Leste","TLS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5969780","6399565","6263632","4756337","4622900","4531404","4555223","4524546","4554317","4536893","4654499","4729882","4308936","3948327","4064271","4004580","5235111","6149851","5860718","5924145","5824933","5478995","5325156","6400180","6947533","6757522","6751336","6824725","6863538","6848435","",
"Tonga","TON","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3486713","3379092","2288041","2078512","1572419","1625459","1612368","1576592","1536382","1532215","2323269","2521477","1550760","1432552","1599124","1371641","1357498","2355035","2118992","2263358","2411151","2193334","2127348","2099345","2277339","2285493","1912223","2620697","2600363","2562316","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5641621","5008976","5234267","6155548","6490133","5743427","4131852","3279585","3138281","3316368","3413266","3070127","3058261","2836813","2730719","2561508","2412643","2294920","2124039","2089412","2195416","2699443","2835686","3005566","3745811","4471283","5191333","6327924","6400173","6413875","",
"Trinidad and Tobago","TTO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","36","41","20","15","13","10","76","105","104","282","784","2308","",
"Tunisia","TUN","Refugee population by country or territory of asylum","SM.POP.REFG","1000","1000","1000","1000","1000","500","","","1000","","","100","","70","","","","","","","","","","","","","","","","","30","130","111","99","11","195","172","497","525","444","428","92","93","87","83","81","85","93","90","86","86","4085","1433","727","895","659","646","726","1061","1732","",
"Turkey","TUR","Refugee population by country or territory of asylum","SM.POP.REFG","2200","2300","2300","2300","2300","2000","1900","1850","1980","1400","1170","1150","1160","1160","1060","1060","1060","1050","1070","1060","6100","1180","1670","1320","2600","1790","1920","2200","4450","33067","28000","30462","28477","23267","24927","12841","8166","2448","2529","2810","3096","3466","3302","2488","3029","2395","2624","6941","11090","10339","10025","14457","267063","609931","1587365","2541348","2869419","3480350","3681688","3579531","",
"Tuvalu","TUV","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Refugee population by country or territory of asylum","SM.POP.REFG","","12000","12000","12000","25000","29000","33950","39800","46000","54550","71500","71240","165000","180860","193190","171160","154000","164610","160960","160820","159610","164180","158960","180100","179910","214480","223500","266200","265154","265128","265184","288103","292148","564520","883250","829671","498732","570367","543881","622203","680862","646899","689373","649770","602088","548824","485295","435630","321908","118731","109286","131243","101021","102099","88492","211845","281498","308528","278322","242171","",
"Uganda","UGA","Refugee population by country or territory of asylum","SM.POP.REFG","","52000","52000","59000","113000","137400","156000","162760","175730","177260","179800","180920","166560","113900","118510","112630","112930","113570","113680","112680","113000","113000","113000","132970","151000","151000","144060","88670","103102","129961","145718","162521","196290","286500","286500","229348","264294","188512","204543","218191","236622","199735","217301","230904","250477","257252","272003","228956","162132","127340","135799","139442","197872","220548","385503","477187","940825","1350495","1165646","1359458","",
"Ukraine","UKR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5193","5193","3585","4566","6101","2687","2927","2958","2940","2851","2442","2334","2267","7272","7189","7321","3016","3168","2790","2956","3206","3261","3292","3241","2606","2166","",
"Upper middle income","UMC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6777711","6982641","7876807","5979931","5588108","5668436","5759000","5774357","5717276","5830908","5558564","5460685","4826564","4310332","4405974","4216843","4612550","5044953","4956925","5063978","4988274","4834208","5160269","6826440","8557339","9498693","9692169","10200561","10353304","10198785","",
"Uruguay","URY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","1500","1500","1500","","1250","","","2000","2000","2000","1700","1700","60","150","","110","70","110","110","110","87","81","90","131","116","121","130","134","163","83","74","86","97","84","87","114","117","130","133","162","181","165","170","190","254","292","299","334","379","498","",
"United States","USA","Refugee population by country or territory of asylum","SM.POP.REFG","500000","500000","500000","500000","500000","510000","500000","480000","498000","500000","500000","530000","530000","530000","530000","530000","500000","684700","734000","734000","403684","537375","620257","655532","626909","492806","398633","365726","377769","411496","464887","513885","579938","623056","631046","623279","607005","563813","533951","521134","508209","515851","485173","452536","420788","379330","843449","281169","279488","275398","264510","264752","262006","263653","267214","273198","272963","287135","313242","341715","",
"Uzbekistan","UZB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","8000","2623","2894","3150","1070","1015","38349","39579","44933","44683","44452","43949","1415","1052","819","556","309","216","178","143","123","106","26","20","13","13","",
"St. Vincent and the Grenadines","VCT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","15000","15000","15000","14700","15400","14350","","","16000","16000","16000","17800","17000","850","1100","1420","1890","1800","1900","2007","2118","1750","1720","1990","2225","2172","1612","1591","290","157","186","130","62","62","62","245","409","716","200904","201160","201310","201544","202013","203635","204331","173591","173745","172047","122804","67283","67749","",
"British Virgin Islands","VGB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","57000","55000","35000","","","","60000","150000","35000","33000","30000","25960","21070","21000","25000","27200","25000","27000","23060","21150","20148","16263","5084","5000","34400","34400","15000","15000","15000","15945","15945","15945","15360","2360","2357","2357","2357","2357","2357","1928","990","","","","","","","","","",
"Vanuatu","VUT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","","","","","","","","","","",
