"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Georgia","GEO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","95","161","19","5181","7621","7902","4194","3864","2559","2500","1377","1051","1001","872","638","461","469","847","858","1973","2122","2089","1987","1355","",
"Ghana","GHA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","20000","","70","","","","130","180","170","70","300","","","100","90","90","120","160","150","140","80","8123","8128","12114","150095","113665","83201","35613","22853","14558","13256","12714","11787","33506","43948","42049","53534","44938","34955","18201","13655","13828","13588","16012","18681","18448","17404","11866","12153","11896","11946","",
"Gibraltar","GIB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","325000","547961","478491","577156","553236","672293","663849","435294","482463","501544","427210","178446","182164","184339","139240","63519","31466","25220","21485","15322","14110","16606","10369","8554","8763","8835","5067","5156","4294","4964","",
"Gambia, The","GMB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","240","3632","2182","2206","6598","6923","7276","10316","17216","12016","8131","12117","7461","7339","7328","13758","14892","14833","10113","8373","9523","9846","9557","11606","7851","7936","8039","4027","4302","",
"Guinea-Bissau","GNB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","110","","","","","","","","","3004","4631","12163","20727","23909","15350","15401","15982","6604","7120","7587","7332","7639","7552","7537","7615","7801","7863","7885","7897","7675","7796","7780","8535","8685","8685","9264","11207","4853","1846","",
"Equatorial Guinea","GNQ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Refugee population by country or territory of asylum","SM.POP.REFG","15500","15200","15700","15400","16000","15560","15300","12270","8260","6330","5710","5780","3350","2940","2710","2600","2560","2610","2520","3770","3750","3990","3950","4090","4320","4360","3280","4630","8262","7490","8488","8989","8456","7859","7773","4428","5780","5520","6145","6283","6653","6927","2778","2762","2479","2394","2292","2228","2169","1700","1443","1566","2090","3468","10292","24831","46411","38988","61446","80454","",
"Grenada","GRD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","",
"Greenland","GRL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","160","","","","","","","","4130","100000","70000","70000","70000","12000","12000","12000","223100","223100","223377","223236","222929","4689","4672","1497","1560","1501","814","731","720","724","732","714","655","388","379","377","127","127","137","148","157","154","160","222","295","360","380","408","",
"Guam","GUM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","100","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","12","12","12","12","17","25","14","",
"High income","HIC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2152049","2303580","3298404","3432506","3379681","3256066","3249373","2878948","2630216","2655513","2531120","2815839","2866192","2777208","2648031","2424821","2804444","2223031","2253428","2004299","1981086","1952862","1961517","1604430","1714805","1947843","2485136","2903005","3150377","3424205","",
"Hong Kong SAR, China","HKG","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","1120000","1251200","1250040","","","","1000","1000","50","","","","","","63410","55700","24070","13540","12620","12770","11960","9400","8000","9530","15359","12022","8161","4414","2605","1846","1698","1479","1350","1224","1037","973","980","1392","1490","1899","1865","1925","1932","89","90","78","149","146","105","113","160","109","91","85","128","128","",
"Honduras","HND","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","70","","","","","","15000","130","25000","28000","32170","39650","49200","60000","68000","63000","237100","237188","237100","101961","100348","65","106","63","63","9","9","8","12","20","28","23","24","21","21","21","26","18","11","16","16","16","28","28","16","27","28","75","",
"Heavily indebted poor countries (HIPC)","HPC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5630763","4742660","4697253","5476241","6144254","5405321","3883423","3018010","2865826","3032252","3119830","2734076","2734355","2501040","2402758","2226783","2062693","1950218","1714870","1635732","1693496","1932354","1982316","2153806","3106862","3762016","4417703","5544442","5582768","5566125","",
"Croatia","HRV","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403000","287000","183600","198647","165395","68863","29027","28374","22437","21875","8392","4385","3662","2927","2442","1641","1591","1238","933","818","722","679","724","518","300","508","787","916","",
"Haiti","HTI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","","",
"Hungary","HUN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27000","45123","73838","32412","3019","2904","11394","7537","5890","3504","4980","5053","4700","6075","7013","7702","8040","8068","8124","7740","6041","5400","5085","4034","2422","2854","4383","4736","5671","6019","5750","",
"IBRD only","IBD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7274544","7477465","8872799","6823817","6280650","6345711","6404202","6275544","6140204","6247374","5966762","5867503","5292766","4777700","4857982","4571241","4986461","5453816","5392588","5500852","5421281","5272028","5616823","7407846","9148658","10069989","10259524","10799882","10967068","10816543","",
"IDA & IBRD total","IBT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16764665","16140321","16593708","14975445","14472673","13859774","12371342","11366767","11106804","11355830","12001044","11769744","10233331","9372925","9531467","8912060","9794938","11967195","11105291","11308734","11453035","11390141","11547689","13167429","15806228","17336613","17915908","20287891","20510776","20356739","",
"IDA total","IDA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9490121","8662856","7720909","8151628","8192023","7514063","5967140","5091223","4966600","5108456","6034282","5902241","4940565","4595225","4673485","4340819","4808477","6513379","5712703","5807882","6031754","6118113","5930866","5759583","6657570","7266624","7656384","9488009","9543708","9540196","",
"IDA blend","IDB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3524710","3475989","2326211","1959485","1392096","1523208","1515357","1523811","1533357","1531500","2430047","2658774","1695249","1585817","1725558","1530891","1431741","2422862","2231753","2334358","2564062","2533738","2417841","2334813","2392782","2520932","2243857","2230439","2295626","2363258","",
"Indonesia","IDN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","2240","32330","8460","14900","13220","10070","9500","8230","4020","2450","2434","999","3278","3157","3530","2402","97","19","61","29","51","162492","122611","73542","28593","230","164","82","291","306","360","794","808","1004","1811","3195","4267","5954","7824","9782","10786","10287","",
"IDA only","IDX","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5965411","5186867","5394698","6192143","6799927","5990855","4451783","3567412","3433243","3576956","3604235","3243467","3245316","3009408","2947927","2809928","3376736","4090517","3480950","3473524","3467692","3584375","3513025","3424770","4264788","4745692","5412527","7257570","7248082","7176938","",
"Isle of Man","IMN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","44000","45000","45000","50000","55000","56150","56500","56180","57680","58840","59900","","","","","","","3510","5010","6930","7200","6720","6440","6720","6645","9549","212743","210569","258372","262802","258342","227481","233371","223072","185516","180031","170940","169548","168853","164754","162683","139284","158358","161534","184539","185318","184814","185118","185644","188391","199931","201379","197848","197142","195887","195103","",
"Not classified","INX","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","500","600","600","540","480","420","360","300","500","119","400","400","69","430","600","2829","2530","3585","5366","5971","6530","7103","7904","9318","9714","9561","9099","8234","6309","5991","5832","6108","5720","6394","6012","7795","",
"Iran, Islamic Rep.","IRN","Refugee population by country or territory of asylum","SM.POP.REFG","","","2000","1500","","","","","300","300","","","","","","","","","","130100","330000","1565000","1700060","1900060","2000000","2300000","2590000","2760000","2850000","2850000","4174401","4404995","4150723","2495038","2236350","2071988","2030359","1982553","1931332","1835688","1868000","1868000","1306599","984895","1045975","974301","968368","963544","980104","1070483","1073363","886465","868239","857352","982025","979435","979435","979435","979435","979435","",
"Iraq","IRQ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","400","400","1200","1200","1200","1200","83200","111000","1000","","","900","87990","115000","109066","119581","116722","112957","104032","104022","128913","127787","128142","134190","46721","46053","50177","44406","42352","39503","35213","34647","35184","98818","246294","271137","277702","261863","277668","283018","273986","",
"Iceland","ISL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","141","154","160","160","197","232","252","286","245","235","204","197","226","226","284","254","41","39","58","72","55","55","72","93","170","245","361","549","894","",
"Israel","ISR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","123","4067","4159","4170","4170","564","598","829","1150","9124","17725","25462","41221","48490","48183","39698","32929","30529","25657","18554","16107","",
"Italy","ITA","Refugee population by country or territory of asylum","SM.POP.REFG","15500","14500","14300","14600","14000","15000","14000","13000","13000","14000","13000","12700","12600","12600","13000","11900","11900","11700","11700","14100","21531","22601","22865","22062","21482","22386","21505","20413","19260","13893","10816","9796","9242","50266","73058","74298","64712","66601","5440","6004","6813","8541","10031","12812","15668","20674","26870","38061","47059","54962","56402","58066","64782","76248","93712","118036","147362","167330","189227","207602","",
"Jamaica","JAM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","90","60","38","21","23","31","33","33","33","","","","","","","","","24","19","19","19","18","23","13","13","13","13","","",
"Jordan","JOR","Refugee population by country or territory of asylum","SM.POP.REFG","623660","633197","644940","662525","678985","697658","714763","668453","478369","499460","520997","542599","558021","582400","607430","636778","653708","672301","690378","706745","723611","737000","756587","771284","790830","811660","834271","859689","884040","916143","944459","989647","1042393","1140664","1240385","1329466","1390473","1438102","1488225","1542413","1610630","1663289","1699469","1741365","1777765","1828839","2358587","2403763","2452009","2434485","2393339","2430580","2337341","2712877","2771492","2808343","2860679","2897751","2957877","2966079","",
"Japan","JPN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","600","610","1260","2390","2520","4390","4900","3967","4707","5016","5601","6110","6479","6819","6397","6669","6495","5942","5432","5278","4846","4483","4233","3752","3198","2658","2266","1967","1940","1842","1792","2016","2331","2583","2645","2579","2586","2562","2479","2512","2189","1893","1463","",
"Kazakhstan","KAZ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000","5028","15561","15577","15585","8343","14799","20576","19529","20610","15830","15845","7264","4413","4283","4349","4334","4403","613","561","580","628","701","647","602","568","518","",
"Kenya","KEN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","930","2600","2490","2970","2740","2450","2500","6010","6500","5810","3510","3380","4760","6760","8060","8790","8040","10220","12810","12654","14249","120163","402194","301595","252423","234665","223640","232097","238187","223696","206108","239221","233671","237509","239833","251268","272529","265729","320598","358916","402891","566482","564921","534935","551351","553907","451097","431895","421243","438899","",
"Kyrgyz Republic","KGZ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21242","21239","13407","16707","15276","14560","10849","10609","9295","7705","5592","3756","2599","361","722","374","422","2462","6097","4940","468","484","349","334","334","329","347","",
"Cambodia","KHM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","10000","15000","17000","20000","22000","22000","20000","","","","","","","","","","","","","","","","","","","","","","","5","12","12","18","16","20","20","29","47","192","76","380","122","92","175","160","131","124","61","75","64","59","74","61","61","","","",
"Kiribati","KIR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","",
"Korea, Rep.","KOR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","70","170","","60","70","","","","","60","120","230","230","162","149","","","5","5","5","","5","5","5","15","20","37","61","90","108","162","253","352","389","488","548","1164","1455","1798","2238","2890","3196","",
"Kuwait","KWT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","5000","5000","2000","2220","2220","2810","2280","","","","210","","45590","44879","30000","30020","3306","3831","3787","4181","4333","2776","1255","1521","1518","1519","1523","49","38158","38237","222","185","336","676","633","611","736","935","613","671","686","",
"Latin America & Caribbean (excluding high income)","LAC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1186778","889894","879910","123855","107709","92567","87044","82066","63782","59646","35958","35116","38742","36252","33842","34985","37346","511977","331413","348601","354741","358445","361179","362152","333013","317843","302619","247078","209839","250429","",
"Lao PDR","LAO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","700","","","70","110","100","120","110","10370","3500","3500","1260","1200","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Refugee population by country or territory of asylum","SM.POP.REFG","137884","142670","146969","152747","158584","163069","164692","122967","173437","178049","177862","184814","188937","193107","192830","197974","899238","906521","220248","226370","235105","237081","242017","255513","263190","272504","280798","288657","296518","301221","309021","320731","330231","335846","343480","351640","358666","365160","371294","377612","382744","387734","392059","397051","400905","405248","428602","464298","472602","476045","438131","445139","575465","1303867","1606698","1529213","1476623","1468431","1424728","1392174","",
"Liberia","LBR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","1000","","60","","","","","","1550","","","","","","90","260","180","250","170","80","250","","","100048","150155","120164","120082","120060","126882","96310","96310","69307","54753","64946","33992","15168","10161","16179","10461","10216","6943","24735","128283","65899","53244","38587","36495","18978","11109","9103","8225","",
"Libya","LBY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1183","2001","3973","7747","8477","10555","10531","11541","11662","11666","11899","12164","12164","2760","4090","6713","9000","7922","10130","7065","25561","27964","9305","9311","9352","8792","4730","",
"St. Lucia","LCA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","5","","","","","","","",
"Latin America & Caribbean","LCN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1188273","890961","881523","125246","109013","93843","88392","83146","65508","61468","37803","37062","40818","38244","36091","37623","40433","530374","350095","367260","373655","377581","380522","381782","352424","337472","322179","252093","215691","257918","",
"Least developed countries: UN classification","LDC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5154451","4544317","4789360","5414280","5941736","5227228","3699466","2943581","2868423","3037620","3065611","2693107","2759299","2476146","2404517","2266751","2171533","2085691","1880719","1920187","1954851","2310884","2533422","2757619","3579315","4183415","4848569","6710453","6691916","6605694","",
"Low income","LIC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4814342","4130269","4181523","4438663","4781523","4305876","3169794","2342052","2304081","2386494","2328535","1962488","2020396","1810319","1863873","1797657","2502422","3257866","2802258","2853777","2879167","2986362","2955394","2872010","3747667","4110917","4678963","5828887","5860968","5867788","",
"Liechtenstein","LIE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","140","126","147","147","148","274","278","84","86","86","88","103","96","102","146","161","164","166","125","",
"Sri Lanka","LKA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","21","19","11","12","11","21","25","18","12","13","22","26","60","106","162","184","271","251","224","187","109","143","508","781","602","820","796","1041","",
"Lower middle income","LMC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6106443","6012651","5188428","5387425","5097345","4911582","4547024","4488719","4402247","4491727","5516915","5804076","4906068","4830837","4887351","4571918","4405937","5427078","5148134","5240340","5391400","5428242","5339765","5425407","5514233","5794084","5668466","6451062","6540447","6583870","",
"Low & middle income","LMY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17698496","17125561","17246758","15806019","15466976","14885894","13475818","12605128","12423604","12709129","13404014","13227249","11753028","10951488","11157198","10586418","11520909","13729897","12907317","13158095","13258841","13248812","13455428","15123857","17819239","19403694","20039598","22480510","22754719","22650443","",
"Lesotho","LSO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","70","190","60","180","190","190","900","1130","990","690","10000","11500","11500","11500","11850","11500","11500","4000","4230","4248","212","220","117","60","57","","","","","","","39","","","","","","","","","","38","33","29","43","31","46","55","56","143","",
"Late-demographic dividend","LTE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1016017","903817","1977379","1916939","1832829","1967034","2134601","2155046","2112350","2029796","1709142","1607867","1551302","1436923","1422654","1278392","1168687","1150267","1153445","1134923","1085946","1085789","1202529","1986998","2509965","2462161","2337688","2241074","2167644","2109831","",
"Lithuania","LTU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","30","38","48","283","363","399","469","527","527","688","749","790","808","824","871","918","1007","1094","1284","1577","1731","1822","",
"Luxembourg","LUX","Refugee population by country or territory of asylum","SM.POP.REFG","1900","1900","1900","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","687","692","2208","225","300","700","700","700","700","700","759","1201","1201","1201","1590","1822","2206","2737","3109","3230","3254","2855","2910","901","1091","1306","2020","2020","2020","2548","",
"Latvia","LVA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","16","10","10","22","27","27","40","60","88","113","149","168","193","340","653","664","665","",
"Macao SAR, China","MAC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","80000","80000","73770","74000","70000","65000","66000","70000","80000","","","","","","850","3490","2920","1200","970","800","730","700","600","500","440","422","205","116","15","10","9","8","","","","","","","","","","","","","","6","","","","","","","","","","","",
"St. Martin (French part)","MAF","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Refugee population by country or territory of asylum","SM.POP.REFG","2700","2900","2900","3200","3000","2360","2180","3000","1480","1440","1440","1430","1380","860","620","510","360","500","500","500","340","500","510","540","800","860","800","800","800","303","311","322","319","336","336","38","36","42","901","901","2107","2093","2127","2119","189","210","495","779","768","776","798","736","745","1458","1205","3899","4762","4703","5932","6642","",
"Monaco","MCO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","34","33","32","27","25","25","22","",
"Moldova","MDA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","64","156","172","97","51","79","157","140","135","131","132","131","176","237","323","434","419","391","409","417","",
"Madagascar","MDG","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","","","28","50","34","","","","","","","","","","5","5","11","11","6","22","39","39","113","",
"Maldives","MDV","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6902898","7465924","7392607","5928576","5850466","5773694","5840060","5843457","5913162","5932342","6096323","6464752","6093028","5783866","5943577","5935352","7218663","8227019","7989373","7834278","7699902","7424175","7328818","8455110","9046603","8903648","8950801","9075560","9161280","9195527","",
"Mexico","MEX","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","3000","3000","3000","4000","3500","","","4000","5000","5770","44000","150000","167750","170000","175000","175000","175100","177090","356400","356507","356400","360170","360991","52472","47357","38717","34569","31892","28242","24506","18452","15452","12953","6068","4336","3212","3309","1603","1038","1215","1364","1647","1501","1814","1820","2904","6178","8993","16530","28517","",
"Marshall Islands","MHL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12884154","12995292","13065235","11367356","10685453","10580018","10306024","10263076","10119523","10322635","11075479","11264761","9732632","9141169","9293325","8788761","9018487","10472031","10105059","10304318","10379674","10262450","10500034","12251847","14071572","15292777","15360635","16651623","16893751","16782655","",
"North Macedonia","MKD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32000","31452","14891","9048","5089","3500","1700","21200","9048","4362","2815","191","1003","1273","1239","1234","1671","1541","1397","1129","1076","980","880","697","634","414","413","354","",
"Mali","MLI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","60","","","","","","","","","","","","","","","50","50","50","50","13411","13120","13109","15224","15800","17916","18234","12552","13594","8302","8412","8439","9093","10010","11256","11232","10584","9202","9574","13532","13552","15618","13930","14317","15193","15913","17510","17036","26538","26672","",
"Malta","MLT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","505","424","410","357","334","291","271","191","175","311","894","1561","1942","2407","3003","4329","5951","6143","6948","8242","9900","6095","7068","7941","7994","8579","8908","",
"Myanmar","MMR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6901118","7387073","7319068","5873612","5801677","5756400","5825556","5832984","5902605","5921548","6083390","6213276","5841525","5536247","5699223","5690431","6974377","7943752","7696841","7809333","7666702","7374038","7269700","8394673","8998629","8861523","8909610","9039508","9131285","9167508","",
"Montenegro","MNE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6926","8527","24739","24017","16363","12871","11193","8471","6455","1762","970","794","727","653","",
"Mongolia","MNG","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","11","11","12","","5","8","5","11","10","5","5","","",
"Northern Mariana Islands","MNP","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","44570","30000","42460","100000","150000","100","100","130","900","820","710","660","400","390","400","420","420","299","202","313","130","200","69","51","219","206","206","206","309","617","1949","2555","2760","3156","3536","4072","4074","4395","4443","4534","5624","4663","4876","4910","4713","",
"Mauritania","MRT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","15000","60000","35200","37500","51548","82225","34392","15877","7512","26","221","350","363","398","475","473","627","771","30465","27036","26789","26709","26535","80500","92767","75629","77390","74147","77425","83184","84901","",
"Mauritius","MUS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","","14","","","","","","","","","","","","","","","","5","16","20","",
"Malawi","MWI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","100000","401640","628133","822503","926725","981812","1058498","713605","90242","1018","1267","278","1241","1692","3900","6200","2170","3208","3682","4241","3943","2927","4174","5436","5738","6306","6546","5794","5871","9018","9386","8977","13783","14087","",
"Malaysia","MYS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","96000","141580","124880","104040","103250","99240","110700","109060","105310","99000","99420","104553","110482","14862","13947","11399","145","5298","5279","5305","5277","50603","50509","50477","50456","50614","7422","24900","33684","37158","32657","36667","66127","81518","86675","90173","97504","99373","94161","92259","103837","121305","129107","",
"North America","NAC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","619648","684801","763661","806297","817601","775389","745432","688989","653306","644437","635200","645078","615108","585624","562190","526494","995281","456897","453130","444822","430054","429631","425757","424000","416378","409088","370285","391903","427343","443472","",
"Namibia","NAM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136","171","584","1145","1679","2198","2502","3816","7612","27263","30886","21649","19800","14773","5297","5454","6522","6794","7160","7249","6050","1808","2330","1765","1730","1747","2182","2394","3182","",
"New Caledonia","NCL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
