,scalerank,labelrank,sovereignt,sov_a3,adm0_dif,level,type,admin,adm0_a3,geou_dif,geounit,gu_a3,su_dif,subunit,su_a3,brk_diff,name,name_long,brk_a3,brk_name,brk_group,abbrev,postal,formal_en,formal_fr,note_adm0,note_brk,name_sort,name_alt,mapcolor7,mapcolor8,mapcolor9,mapcolor13,pop_est,gdp_md_est,pop_year,lastcensus,gdp_year,economy,income_grp,wikipedia,fips_10,iso_a2,iso_a3,iso_n3,un_a3,wb_a2,wb_a3,woe_id,adm0_a3_is,adm0_a3_us,adm0_a3_un,adm0_a3_wb,continent,region_un,subregion,region_wb,name_len,long_len,abbrev_len,tiny,homepart,featureclass,geometry,protests
0,1,3,Afghanistan,AFG,0,2,Sovereign country,Afghanistan,AFG,0,Afghanistan,AFG,0,Afghanistan,AFG,0,Afghanistan,Afghanistan,AFG,Afghanistan,,Afg.,AF,Islamic State of Afghanistan,,,,Afghanistan,,5,6,8,7,28400000,22270.0,-99,1979,-99,7. Least developed region,5. Low income,-99,,AF,AFG,004,004,AF,AFG,-99,AFG,AFG,-99,-99,Asia,Asia,Southern Asia,South Asia,11,11,4,-99,1,Admin-0 country,"POLYGON ((74.89130859375001 37.231640625, 74.84023437500002 37.225048828125, 74.76738281250002 37.24916992187499, 74.73896484375001 37.28564453125, 74.72666015625001 37.29072265625, 74.6689453125 37.26669921875, 74.55898437500002 37.23662109375, 74.37216796875001 37.15771484375, 74.37617187500001 37.13735351562499, 74.49794921875002 37.0572265625, 74.52646484375001 37.03066406249999, 74.54140625000002 37.02216796875, 74.43105468750002 36.98369140625, 74.19472656250002 36.896875, 74.03886718750002 36.825732421875, 74.00185546875002 36.823095703125, 73.90781250000001 36.85292968749999, 73.76914062500001 36.8884765625, 73.73183593750002 36.88779296875, 73.4111328125 36.881689453125, 73.11679687500001 36.86855468749999, 72.99375000000001 36.851611328125, 72.76621093750001 36.835009765625, 72.62285156250002 36.82958984375, 72.53134765625001 36.802001953125, 72.43115234375 36.7658203125, 72.32695312500002 36.7423828125, 72.24980468750002 36.734716796875, 72.15673828125 36.70087890625, 72.09560546875002 36.633740234375, 71.92070312500002 36.5341796875, 71.822265625 36.486083984375, 71.77265625000001 36.4318359375, 71.71640625000001 36.4265625, 71.62050781250002 36.436474609375, 71.5458984375 36.377685546875, 71.46328125000002 36.29326171875, 71.31259765625001 36.17119140625, 71.23291015625 36.12177734375, 71.18505859375 36.04208984375, 71.22021484375 36.00068359375, 71.34287109375001 35.938525390625, 71.39755859375001 35.88017578125, 71.42753906250002 35.833740234375, 71.48359375000001 35.714599609375, 71.51904296875 35.597509765625, 71.57197265625001 35.546826171875, 71.58740234375 35.46083984374999, 71.6005859375 35.40791015625, 71.57197265625001 35.37041015625, 71.54550781250001 35.328515625, 71.54550781250001 35.2888671875, 71.57724609375001 35.247998046875, 71.60527343750002 35.211767578125, 71.62050781250002 35.18300781249999, 71.60166015625001 35.15068359375, 71.54550781250001 35.101416015625, 71.51708984375 35.051123046875, 71.455078125 34.96694335937499, 71.35810546875001 34.909619140625, 71.29414062500001 34.867724609375, 71.22578125000001 34.779541015625, 71.11328125 34.681591796875, 71.065625 34.599609375, 71.01630859375001 34.554638671875, 70.965625 34.53037109375, 70.97890625000002 34.486279296875, 71.02294921875 34.43115234375, 71.095703125 34.36943359375, 71.09238281250001 34.2732421875, 71.08906250000001 34.204052734375, 71.09130859375 34.12026367187499, 71.05156250000002 34.04970703124999, 70.84843750000002 33.981884765625, 70.65400390625001 33.95229492187499, 70.41572265625001 33.950439453125, 70.32568359375 33.9611328125, 70.25361328125001 33.97597656249999, 69.99472656250001 34.051806640625, 69.8896484375 34.007275390625, 69.86806640625002 33.89765625, 70.056640625 33.71987304687499, 70.13417968750002 33.62075195312499, 70.2197265625 33.4546875, 70.2841796875 33.36904296874999, 70.26113281250002 33.289013671875, 70.09023437500002 33.198095703125, 69.92011718750001 33.1125, 69.70371093750001 33.0947265625, 69.56777343750002 33.06416015625, 69.50156250000001 33.020068359375, 69.453125 32.8328125, 69.40458984375002 32.7642578125, 69.40537109375001 32.68271484375, 69.35947265625001 32.59033203125, 69.28994140625002 32.53056640625, 69.24140625000001 32.433544921875, 69.25654296875001 32.249462890625, 69.279296875 31.93681640625, 69.18691406250002 31.8380859375, 69.08310546875001 31.7384765625, 68.97343750000002 31.66738281249999, 68.86894531250002 31.634228515625, 68.78232421875001 31.646435546875, 68.71367187500002 31.708056640625, 68.67324218750002 31.759716796875, 68.59765625 31.802978515625, 68.52070312500001 31.794140625, 68.44326171875002 31.7544921875, 68.31982421875 31.76767578125, 68.21396484375001 31.807373046875, 68.16103515625002 31.802978515625, 68.13017578125002 31.76328125, 68.01718750000001 31.677978515625, 67.73984375000001 31.548193359375, 67.62675781250002 31.53876953125, 67.57822265625001 31.50649414062499, 67.59755859375002 31.4533203125, 67.64707031250001 31.4099609375, 67.73349609375001 31.379248046875, 67.73789062500001 31.3439453125, 67.66152343750002 31.31298828125, 67.59638671875001 31.277685546875, 67.45283203125001 31.234619140625, 67.28730468750001 31.217822265625, 67.11591796875001 31.242919921875, 67.02773437500002 31.300244140625, 66.92431640625 31.305615234375, 66.82929687500001 31.263671875, 66.73134765625002 31.19453125, 66.62421875000001 31.04604492187499, 66.59580078125001 31.019970703125, 66.56679687500002 30.99658203125, 66.49736328125002 30.96455078125, 66.39716796875001 30.91220703125, 66.346875 30.802783203125, 66.28691406250002 30.60791015625, 66.30097656250001 30.502978515625, 66.30546875000002 30.321142578125, 66.28183593750001 30.19345703125, 66.23847656250001 30.109619140625, 66.24716796875001 30.043505859375, 66.31337890625002 29.9685546875, 66.28691406250002 29.92001953125, 66.23125 29.86572265625, 66.17705078125002 29.83559570312499, 65.96162109375001 29.77890625, 65.66621093750001 29.70131835937499, 65.47099609375002 29.6515625, 65.18046875000002 29.57763671875, 65.09550781250002 29.55947265624999, 64.9189453125 29.552783203125, 64.82734375000001 29.56416015625, 64.70351562500002 29.567138671875, 64.52109375000001 29.564501953125, 64.39375 29.54433593749999, 64.26611328125 29.50693359375, 64.17216796875002 29.46035156249999, 64.11796875000002 29.4142578125, 64.09873046875001 29.391943359375, 63.97099609375002 29.430078125, 63.56757812500001 29.497998046875, 62.4765625 29.40834960937499, 62.37343750000002 29.425390625, 62.0009765625 29.53041992187499, 61.521484375 29.66567382812499, 61.22441406250002 29.74941406249999, 60.843359375 29.85869140625, 61.10410156250001 30.12841796875, 61.331640625 30.363720703125, 61.55947265625002 30.599365234375, 61.7841796875 30.83193359374999, 61.81083984375002 30.91328125, 61.81425781250002 31.07255859375, 61.75507812500001 31.28530273437499, 61.66015625 31.382421875, 61.34648437500002 31.421630859375, 61.11074218750002 31.451123046875, 60.85410156250001 31.483251953125, 60.82070312500002 31.495166015625, 60.79160156250001 31.660595703125, 60.804296875 31.73447265625, 60.7875 31.877197265625, 60.78994140625002 31.987109375, 60.82724609375001 32.16796875, 60.82929687500001 32.24941406249999, 60.71044921875 32.6, 60.64453125 32.794384765625, 60.57656250000002 32.994873046875, 60.56191406250002 33.0587890625, 60.560546875 33.13784179687499, 60.71806640625002 33.32353515625, 60.76689453125002 33.363818359375, 60.85927734375002 33.45625, 60.9169921875 33.505224609375, 60.90693359375001 33.53896484374999, 60.80644531250002 33.55869140625, 60.65458984375002 33.560400390625, 60.573828125 33.588330078125, 60.51083984375001 33.638916015625, 60.4859375 33.7119140625, 60.52705078125001 33.8419921875, 60.48574218750002 34.094775390625, 60.57021484375002 34.21962890624999, 60.64267578125001 34.307177734375, 60.88945312500002 34.31943359375, 60.80390625000001 34.418017578125, 60.76259765625002 34.47524414062499, 60.73613281250002 34.491796875, 60.72626953125001 34.51826171875, 60.73945312500001 34.5447265625, 60.80234375 34.554638671875, 60.8453125 34.5876953125, 60.91474609375001 34.633984375, 60.951171875 34.653857421875, 60.95781250000002 34.71005859375, 60.99082031250001 34.749755859375, 61.04042968750002 34.799365234375, 61.080078125 34.85561523437499, 61.07021484375002 34.921728515625, 61.10664062500001 35.00112304687499, 61.12314453125001 35.050732421875, 61.14960937500001 35.09375, 61.12646484375 35.15654296875, 61.10664062500001 35.20947265625, 61.1 35.272314453125, 61.1396484375 35.2888671875, 61.18925781250002 35.31201171875, 61.19921875 35.36162109375, 61.22568359375001 35.42446289062499, 61.24550781250002 35.474072265625, 61.27851562500001 35.51376953125, 61.28183593750001 35.55341796875, 61.26201171875002 35.619580078125, 61.3447265625 35.6294921875, 61.37773437500002 35.593115234375, 61.42177734375002 35.54580078124999, 61.54277343750002 35.457861328125, 61.62099609375002 35.43232421875, 61.7197265625 35.41943359375, 61.84101562500001 35.431494140625, 61.93808593750001 35.44790039062499, 61.98388671875 35.443701171875, 62.08964843750002 35.3796875, 62.21308593750001 35.28994140624999, 62.25283203125002 35.250244140625, 62.27119140625001 35.18911132812499, 62.30781250000001 35.17080078124999, 62.38662109375002 35.23125, 62.462890625 35.25136718749999, 62.53310546875002 35.23989257812499, 62.61054687500001 35.233154296875, 62.68808593750001 35.255322265625, 62.72265625 35.271337890625, 62.85800781250001 35.349658203125, 62.98027343750002 35.4091796875, 63.056640625 35.44580078125, 63.08417968750001 35.56806640625, 63.11933593750001 35.637548828125, 63.16972656250002 35.678125, 63.15078125000002 35.728271484375, 63.12998046875001 35.76674804687499, 63.10859375000001 35.818701171875, 63.12998046875001 35.84619140625, 63.17890625000001 35.858447265625, 63.30166015625002 35.8583984375, 63.51699218750002 35.913134765625, 63.69658203125002 35.967822265625, 63.8625 36.01235351562499, 63.93808593750001 36.0197265625, 64.00966796875002 36.012109375, 64.04238281250002 36.02509765625, 64.05136718750001 36.067626953125, 64.09218750000002 36.11269531249999, 64.184375 36.14892578125, 64.35800781250001 36.22607421875, 64.51103515625002 36.340673828125, 64.56582031250002 36.427587890625, 64.6025390625 36.554541015625, 64.67431640625 36.7501953125, 64.753125 36.964794921875, 64.78242187500001 37.05927734375, 64.81630859375002 37.132080078125, 64.95156250000002 37.1935546875, 65.08964843750002 37.23793945312499, 65.30361328125002 37.24677734375, 65.55498046875002 37.251171875, 65.60800781250001 37.368408203125, 65.64121093750001 37.467822265625, 65.68300781250002 37.519140625, 65.74384765625001 37.56083984375, 65.76503906250002 37.569140625, 65.90068359375002 37.50810546875, 66.1083984375 37.41474609375, 66.35029296875001 37.3681640625, 66.471875 37.3447265625, 66.52226562500002 37.348486328125, 66.82773437500001 37.3712890625, 67.06884765625 37.334814453125, 67.19550781250001 37.235205078125, 67.31972656250002 37.2095703125, 67.44169921875002 37.2580078125, 67.51728515625001 37.266650390625, 67.54648437500001 37.23564453125, 67.607421875 37.222509765625, 67.7 37.22724609375, 67.7529296875 37.1998046875, 67.75898437500001 37.172216796875, 67.76601562500002 37.14013671875, 67.83447265625 37.064208984375, 67.9580078125 36.972021484375, 68.06777343750002 36.9498046875, 68.21210937500001 37.021533203125, 68.26093750000001 37.01308593749999, 68.28476562500001 37.036328125, 68.29951171875001 37.088427734375, 68.38691406250001 37.1375, 68.54648437500001 37.183447265625, 68.63701171875002 37.224462890625, 68.66914062500001 37.2583984375, 68.72324218750001 37.268017578125, 68.78203125000002 37.2580078125, 68.82373046875 37.270703125, 68.83847656250001 37.30283203125, 68.85537109375002 37.316845703125, 68.88525390625 37.328076171875, 68.91181640625001 37.333935546875, 68.96044921875 37.325048828125, 69.05 37.26650390624999, 69.18017578125 37.15830078125, 69.26484375000001 37.1083984375, 69.30390625000001 37.116943359375, 69.35380859375002 37.15004882812499, 69.41445312500002 37.207763671875, 69.4296875 37.290869140625, 69.39921875000002 37.39931640624999, 69.42011718750001 37.48671875, 69.49208984375002 37.553076171875, 69.62578125000002 37.59404296875, 69.82089843750001 37.6095703125, 69.940625 37.60029296875, 69.98496093750001 37.566162109375, 70.04472656250002 37.547216796875, 70.11982421875001 37.543505859375, 70.18867187500001 37.582470703125, 70.25146484375 37.66416015625, 70.25498046875001 37.765380859375, 70.19941406250001 37.88603515625, 70.21464843750002 37.9244140625, 70.23876953125 37.9412109375, 70.31328125000002 37.984814453125, 70.41777343750002 38.075439453125, 70.5185546875 38.1919921875, 70.61582031250001 38.334423828125, 70.73593750000001 38.42255859375, 70.87890625 38.456396484375, 71.05214843750002 38.41787109374999, 71.255859375 38.306982421875, 71.33271484375001 38.170263671875, 71.28281250000001 38.00791015625, 71.27851562500001 37.918408203125, 71.31992187500001 37.90185546875, 71.3896484375 37.906298828125, 71.48779296875 37.931884765625, 71.55195312500001 37.933154296875, 71.58222656250001 37.910107421875, 71.58037109375002 37.8642578125, 71.54619140625002 37.795654296875, 71.50507812500001 37.60292968749999, 71.47968750000001 37.43603515625, 71.45478515625001 37.271826171875, 71.43291015625002 37.1275390625, 71.471875 37.015087890625, 71.53085937500001 36.84511718749999, 71.59746093750002 36.73291015625, 71.66562500000001 36.69692382812499, 71.73378906250002 36.684033203125, 71.80205078125002 36.694287109375, 71.94199218750001 36.766455078125, 72.15351562500001 36.90053710937499, 72.35878906250002 36.98291015625, 72.65742187500001 37.029052734375, 72.75703125000001 37.172705078125, 72.8955078125 37.267529296875, 73.21113281250001 37.40849609375, 73.38291015625001 37.462255859375, 73.48134765625002 37.4716796875, 73.60468750000001 37.446044921875, 73.63261718750002 37.43720703125, 73.65712890625002 37.43046875, 73.72060546875002 37.41875, 73.73378906250002 37.37578125, 73.71728515625 37.329443359375, 73.64882812500002 37.2912109375, 73.62753906250001 37.261572265625, 73.65351562500001 37.23935546875, 73.74960937500001 37.231787109375, 73.94882812500001 37.283154296875, 74.07773437500001 37.3162109375, 74.16708984375001 37.329443359375, 74.20351562500002 37.37246093749999, 74.25966796875002 37.41542968749999, 74.34902343750002 37.41875, 74.44492187500001 37.39560546875, 74.52421875000002 37.382373046875, 74.659375 37.394482421875, 74.73056640625001 37.35703125, 74.83046875000002 37.2859375, 74.87539062500002 37.2419921875, 74.89130859375001 37.231640625))",35
1,1,3,Angola,AGO,0,2,Sovereign country,Angola,AGO,0,Angola,AGO,0,Angola,AGO,0,Angola,Angola,AGO,Angola,,Ang.,AO,People's Republic of Angola,,,,Angola,,3,2,6,1,12799293,110300.0,-99,1970,-99,7. Least developed region,3. Upper middle income,-99,,AO,AGO,024,024,AO,AGO,-99,AGO,AGO,-99,-99,Africa,Africa,Middle Africa,Sub-Saharan Africa,6,6,4,-99,1,Admin-0 country,"MULTIPOLYGON (((14.19082031250008 -5.8759765625, 14.39863281250007 -5.89267578125002, 14.65791015625004 -5.888867187499955, 14.74941406250002 -5.88007812500004, 15.08935546875 -5.874511718749972, 15.425 -5.868847656249969, 15.72695312500005 -5.86386718750002, 16.06015625000006 -5.864941406249969, 16.31523437500007 -5.865625, 16.43144531250005 -5.90019531249996, 16.53710937499997 -5.9658203125, 16.58515625000001 -6.025292968749952, 16.60800781250003 -6.051562499999974, 16.63955078125008 -6.114550781250017, 16.697265625 -6.164257812500026, 16.71777343750003 -6.241406250000011, 16.70097656250005 -6.345996093750003, 16.709375 -6.471679687499943, 16.74296874999999 -6.618457031250003, 16.81308593750006 -6.772558593749963, 16.91943359375006 -6.93398437499998, 16.9658203125 -7.062109374999977, 16.95205078125005 -7.157031249999946, 16.98476562500005 -7.257421874999977, 17.06376953125007 -7.363085937500003, 17.12158203125003 -7.419042968750034, 17.15507812500002 -7.461328125000037, 17.24501953125005 -7.623339843750003, 17.41132812500001 -7.88193359375002, 17.53603515624999 -8.075878906249997, 17.57958984375 -8.099023437500009, 17.64335937500002 -8.090722656250009, 17.77880859375 -8.071386718749977, 17.9130859375 -8.067675781250017, 18.00878906250003 -8.107617187499983, 18.04716796875005 -8.100781250000011, 18.19150390625006 -8.023828124999966, 18.33486328125002 -8.000292968749974, 18.48466796874999 -7.968554687499989, 18.56269531250001 -7.9359375, 18.65341796875001 -7.936035156250028, 18.89833984375008 -7.998144531249977, 18.94443359375006 -8.001464843750028, 19.14267578125003 -8.001464843750028, 19.34082031249997 -7.966601562500031, 19.36992187500005 -7.706542968749986, 19.37167968750006 -7.655078124999989, 19.41933593750008 -7.557324218749969, 19.47988281250008 -7.472167968750028, 19.48740234375001 -7.390722656249949, 19.48378906250008 -7.279492187500026, 19.52763671875002 -7.144433593749952, 19.66035156250007 -7.037109375000028, 19.87519531250004 -6.986328124999986, 19.99746093750008 -6.976464843750023, 20.19003906250006 -6.9462890625, 20.48222656250007 -6.915820312500017, 20.59003906250001 -6.919921874999957, 20.59873046875001 -6.935156249999949, 20.53691406250005 -7.121777343749955, 20.53583984374998 -7.182812499999955, 20.55839843750005 -7.244433593749989, 20.60781250000008 -7.277734375000023, 20.91093750000002 -7.281445312499983, 21.19033203125002 -7.284960937499989, 21.51083984375003 -7.296679687499974, 21.75107421875003 -7.305468749999989, 21.78164062500005 -7.314648437499997, 21.80605468750005 -7.32861328125, 21.84160156249999 -7.420996093749991, 21.83359375000006 -7.60166015625002, 21.78007812500007 -7.865429687500026, 21.80087890625006 -8.111914062499977, 21.89589843750005 -8.341113281249946, 21.90537109375003 -8.693359374999943, 21.871875 -8.90351562500004, 21.82949218750002 -9.168457031250014, 21.81318359375007 -9.46875, 21.85664062500004 -9.594238281249986, 21.94863281250005 -9.7255859375, 22.08916015625007 -9.862792968749986, 22.19775390625 -10.04062, 22.27451171875001 -10.25908203124997, 22.30244140625001 -10.39667968750004, 22.28164062500002 -10.45332031250003, 22.283203125 -10.55156249999997, 22.30703125000005 -10.69130859375002, 22.28046875000007 -10.78398437499997, 22.20351562500002 -10.82949218750001, 22.17792968750004 -10.89228515625001, 22.21669921875002 -11.01269531249994, 22.226171875 -11.12197265625001, 22.25664062499999 -11.16367187499998, 22.27880859375 -11.19414062499996, 22.31494140625006 -11.19863281249999, 22.39296875000005 -11.15947265625, 22.48613281250005 -11.08671875000002, 22.56103515625003 -11.05585937500004, 22.66650390625 -11.05976562500003, 22.81474609375002 -11.08027343750004, 23.07626953125001 -11.08789062499999, 23.15673828125006 -11.07480468749999, 23.40019531250002 -10.97646484375002, 23.46396484375003 -10.96933593749999, 23.55996093750005 -10.97861328125002, 23.69638671875003 -11.00761718749997, 23.83388671875008 -11.01367187499997, 23.90117187500002 -10.98320312499997, 23.90732421875003 -10.94345703124996, 23.92871093750003 -10.89150390625004, 23.96650390625001 -10.87177734375001, 23.98828125 -11.00283203124998, 24.01005859375007 -11.18476562500001, 24.02558593750004 -11.315625, 24.04140625000008 -11.37412109375003, 24.04667968750007 -11.40537109375001, 24.029296875 -11.43916015624997, 24.01464843750003 -11.51767578124998, 23.98681640625006 -11.58720703125002, 23.97099609375002 -11.63583984374998, 23.98388671875 -11.725, 23.97343750000007 -11.85292968749997, 23.96230468750002 -11.98789062500002, 23.95888671875005 -12.11777343750002, 23.99648437500008 -12.35068359375003, 23.99130859375001 -12.42216796875003, 23.94472656249999 -12.54375, 23.909375 -12.63613281250001, 23.88652343750005 -12.74326171874999, 23.882421875 -12.79902343749998, 23.96806640625005 -12.95693359374999, 23.96298828125001 -12.98847656250003, 23.89746093750006 -12.99824218749998, 23.84316406250002 -13.0009765625, 23.63583984375006 -13.0009765625, 23.33867187500007 -13.0009765625, 23.04150390625003 -13.0009765625, 22.74433593750007 -13.0009765625, 22.47099609375007 -13.0009765625, 22.20957031250001 -13.0009765625, 21.97890625000008 -13.0009765625, 21.97900390625003 -13.15683593749996, 21.97910156250003 -13.47773437499997, 21.97910156250003 -13.79873046874999, 21.97929687500007 -14.11962890625, 21.97939453124999 -14.44052734375001, 21.97949218750003 -14.76142578125001, 21.97958984375003 -15.08232421875002, 21.97968750000007 -15.40322265625002, 21.97978515624999 -15.72412109375003, 21.97978515624999 -15.95556640625001, 22.04023437500007 -16.26279296874999, 22.15068359374999 -16.59716796874999, 22.19394531250001 -16.62812, 22.30507812500002 -16.68955078124998, 22.45947265625003 -16.81513671874998, 22.54599609375006 -16.91025390624999, 22.72197265625005 -17.07529296874996, 22.95585937500007 -17.28574218750002, 23.18164062500006 -17.4744140625, 23.38066406250002 -17.640625, 23.06826171875005 -17.69882812499998, 22.62402343750006 -17.78164062499998, 22.32421875 -17.8375, 21.96083984375005 -17.90517578125001, 21.71845703125004 -17.94775390624997, 21.41689453125008 -18.00068359375001, 21.36875 -17.99951171874996, 21.28789062500007 -17.96298828124998, 21.11347656250007 -17.95576171875001, 20.90830078125003 -18.00605468750004, 20.74550781250008 -18.01972656249998, 20.62509765625006 -17.99667968749999, 20.50761718750002 -17.95253906249998, 20.39296875000002 -17.88740234375003, 20.19433593750006 -17.863671875, 19.91181640625004 -17.88134765625004, 19.63935546875004 -17.86865234375003, 19.37714843750001 -17.82548828125003, 19.18945312500006 -17.80849609375002, 19.07646484375005 -17.81767578125003, 18.95527343750004 -17.80351562499999, 18.82597656250007 -17.76630859375005, 18.71806640625005 -17.70322265624999, 18.58818359375005 -17.57001953125003, 18.48662109375005 -17.44277343750004, 18.46035156250002 -17.42460937499997, 18.42822265625006 -17.40517578125002, 18.39638671875005 -17.3994140625, 18.10878906250008 -17.39599609375001, 17.83535156250005 -17.39277343749998, 17.67880859375006 -17.39257812500003, 17.29628906250002 -17.39199218749999, 16.91367187500003 -17.39140625, 16.53105468750007 -17.39082031250003, 16.14843750000003 -17.390234375, 15.76582031250007 -17.38964843749996, 15.38320312500008 -17.38916015624996, 15.00058593750003 -17.38857421875001, 14.61796875000007 -17.38798828124997, 14.41474609375004 -17.38769531250001, 14.22587890625005 -17.39775390625002, 14.01748046875002 -17.40888671874997, 13.98740234375003 -17.40419921874999, 13.93798828125 -17.38876953124996, 13.90419921875005 -17.36074218750002, 13.7919921875 -17.28837890625003, 13.6943359375 -17.23349609375003, 13.56171874999998 -17.14121093749998, 13.47597656250002 -17.04003906249997, 13.40371093750005 -17.00781249999997, 13.27568359375007 -16.98955078124999, 13.17949218750002 -16.97167968749999, 13.10117187500006 -16.96767578124997, 12.96318359375002 -17.01542968750002, 12.85927734375005 -17.06259765625003, 12.78515625000006 -17.108203125, 12.65654296875007 -17.160546875, 12.54814453125002 -17.21269531249997, 12.35927734375008 -17.205859375, 12.31845703125001 -17.21337890625003, 12.21337890625003 -17.20996093750004, 12.11435546875001 -17.16455078125003, 12.01396484375007 -17.16855468750003, 11.90253906250001 -17.22656249999996, 11.74306640625002 -17.24921875000004, 11.78007812500002 -16.87128906249997, 11.81894531250003 -16.70410156250001, 11.81992187500006 -16.50429687499998, 11.79697265625001 -15.98642578124999, 11.76943359375008 -15.91533203124999, 11.75087890625002 -15.83193359374997, 11.84970703125001 -15.76835937499997, 11.89990234375 -15.71982421875003, 11.96787109375001 -15.63398437500004, 12.01611328125006 -15.51367187499996, 12.07324218750006 -15.24824218749997, 12.28046875000001 -14.6375, 12.37890625 -14.03906250000001, 12.50371093750002 -13.75546874999996, 12.55048828125004 -13.43779296875, 12.89765625000007 -13.02773437500004, 12.98320312499999 -12.77568359375002, 13.16269531250006 -12.65214843749999, 13.4169921875 -12.52041015624998, 13.59794921875002 -12.28613281250003, 13.685546875 -12.123828125, 13.78535156249998 -11.81279296874996, 13.78427734375003 -11.48798828124997, 13.84746093750005 -11.05439453125, 13.83359375000006 -10.9296875, 13.73896484375004 -10.75712890625002, 13.72138671875001 -10.63359374999999, 13.63349609375004 -10.51230468749996, 13.53945312500008 -10.42070312499996, 13.49541015625007 -10.25712890625003, 13.33222656250004 -9.998925781250009, 13.2875 -9.826757812500006, 13.209375 -9.703222656249977, 13.196875 -9.550683593749994, 13.15566406250005 -9.389648437499957, 13.07597656250007 -9.230371093750009, 12.99853515625 -9.048046875000001, 12.99853515625 -8.991015625000017, 13.04677734375008 -8.922265625000037, 13.09277343750003 -8.899707031249974, 13.07724609375006 -8.934277343749997, 13.04658203125004 -8.975195312499991, 13.05380859375001 -9.006835937499943, 13.358984375 -8.687207031250026, 13.37832031250002 -8.624707031249997, 13.36806640625008 -8.554785156249963, 13.36640624999998 -8.469238281250028, 13.37851562500006 -8.369726562500006, 13.09082031249997 -7.78017578124998, 12.86230468750006 -7.231835937499994, 12.82343750000004 -6.954785156249955, 12.52128906250005 -6.590332031249957, 12.40214843750002 -6.353417968750009, 12.33427734375005 -6.187304687500003, 12.28330078125006 -6.12431640624996, 12.30253906250007 -6.092578124999989, 12.38037109375003 -6.084277343749974, 12.55351562500005 -6.045898437499972, 12.790625 -6.003906249999943, 13.009765625 -5.907617187499966, 13.06816406250007 -5.864843749999949, 13.184375 -5.85625, 13.30263671875005 -5.881835937499943, 13.34648437500002 -5.863378906250006, 13.37148437500005 -5.861816406249957, 13.64902343750001 -5.861718750000023, 13.76455078125002 -5.855175781250026, 13.978515625 -5.857226562500003, 14.11376953125003 -5.865136718750009, 14.19082031250008 -5.8759765625)), ((12.25527343750002 -5.746484375, 12.21367187500007 -5.758691406249994, 12.19902343750002 -5.731933593749957, 12.15546875000004 -5.632714843749994, 12.18007812500008 -5.53867187500002, 12.20654296875006 -5.468261718749986, 12.17714843749999 -5.324804687499977, 12.11054687500004 -5.197167968749994, 12.03994140625002 -5.035156250000028, 12.01835937500007 -5.004296874999966, 12.07753906250005 -4.9521484375, 12.16708984375001 -4.837695312499946, 12.20429687500004 -4.778613281249989, 12.30791015624999 -4.765527343749994, 12.3466796875 -4.724121093749986, 12.37402343750006 -4.657714843749957, 12.38457031250007 -4.619140625000014, 12.50146484375 -4.5875, 12.64169921875006 -4.531152343750023, 12.71943359374998 -4.469726562499943, 12.79824218750005 -4.430566406249966, 12.84814453125003 -4.428906249999983, 12.88105468750007 -4.445117187499989, 12.97138671875007 -4.551757812499957, 13.04804687500007 -4.619238281250034, 13.07275390625003 -4.634765625, 13.05732421875001 -4.651074218750026, 12.94746093750001 -4.695312499999986, 12.82968749999998 -4.73662109374996, 12.67480468750006 -4.905371093749963, 12.59619140625003 -4.978417968750023, 12.57353515625002 -4.996582031249986, 12.50273437500007 -5.036914062500031, 12.45146484375002 -5.071484374999969, 12.45322265625003 -5.090625, 12.48740234375006 -5.112695312500023, 12.52236328125008 -5.148925781250028, 12.51894531249999 -5.424609374999974, 12.50371093750002 -5.695800781249972, 12.48457031250001 -5.71875, 12.38603515625002 -5.727734375, 12.25527343750002 -5.746484375)))",20
